中文名,英文名,概念名,模块,来源,引用次数,官方定义链接
产品类关系,Product_class_relationship,product_class_relationship,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.product_class_relationship
规范,Specification,specification,product_class,ap242,4,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.specification
规范类别,Specification_category,specification_category,product_class,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.specification_category
规范类别层次,Specification_category_hierarchy,specification_category_hierarchy,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.specification_category_hierarchy
规范表达式,Specification_expression,specification_expression,product_class,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.specification_expression
规范包含,Specification_inclusion,specification_inclusion,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.specification_inclusion
市场,Market,market,product_concept_identification,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_concept_identification/sys/4_info_reqs.htm#product_concept_identification_arm.market
产品概念,Product_concept,product_concept,product_concept_identification,ap242,6,https://www.steptools.com/stds/smrl/data/modules/product_concept_identification/sys/4_info_reqs.htm#product_concept_identification_arm.product_concept
产品,Product,product,product_identification,ap242,14,https://www.steptools.com/stds/smrl/data/modules/product_identification/sys/4_info_reqs.htm#product_identification_arm.product
定义基于产品实例,Definition_based_product_occurrence,definition_based_product_occurrence,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.definition_based_product_occurrence
产品实例,Product_occurrence,product_occurrence,product_occurrence,ap242,3,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.product_occurrence
产品实例带数量,Product_occurrence_with_quantity,product_occurrence_with_quantity,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.product_occurrence_with_quantity
量化实例,Quantified_instance,quantified_instance,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.quantified_instance
选定实例,Selected_instance,selected_instance,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.selected_instance
单个实例,Single_instance,single_instance,product_occurrence,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.single_instance
规范基于零件版本,Specification_based_part_version,specification_based_part_version,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.specification_based_part_version
规范基于产品实例,Specification_based_product_occurrence,specification_based_product_occurrence,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.specification_based_product_occurrence
指定实例,Specified_occurrence,specified_occurrence,product_occurrence,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.specified_occurrence
实例放置,Occurrence_placement,occurrence_placement,product_placement,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_placement/sys/4_info_reqs.htm#product_placement_arm.occurrence_placement
零件实例放置,Part_occurrence_placement,part_occurrence_placement,product_placement,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_placement/sys/4_info_reqs.htm#product_placement_arm.part_occurrence_placement
物理元素放置,Physical_element_placement,physical_element_placement,product_placement,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_placement/sys/4_info_reqs.htm#product_placement_arm.physical_element_placement
交替产品关系,Alternate_product_relationship,alternate_product_relationship,product_replacement,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_replacement/sys/4_info_reqs.htm#product_replacement_arm.alternate_product_relationship
装配关系替换,Assembly_relationship_substitution,assembly_relationship_substitution,product_replacement,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_replacement/sys/4_info_reqs.htm#product_replacement_arm.assembly_relationship_substitution
交替零件关系,Alternate_part_relationship,alternate_part_relationship,product_structure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_structure/sys/4_info_reqs.htm#product_structure_arm.alternate_part_relationship
产品版本,Product_version,product_version,product_version,ap242,21,https://www.steptools.com/stds/smrl/data/modules/product_version/sys/4_info_reqs.htm#product_version_arm.product_version
产品版本关系,Product_version_relationship,product_version_relationship,product_version_relationship,ap242,5,https://www.steptools.com/stds/smrl/data/modules/product_version_relationship/sys/4_info_reqs.htm#product_version_relationship_arm.product_version_relationship
供应零件关系,Supplied_part_relationship,supplied_part_relationship,product_version_relationship,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_version_relationship/sys/4_info_reqs.htm#product_version_relationship_arm.supplied_part_relationship
附加视图定义上下文,Additional_view_definition_context,additional_view_definition_context,product_view_definition,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_view_definition/sys/4_info_reqs.htm#product_view_definition_arm.additional_view_definition_context
初始视图定义上下文,Initial_view_definition_context,initial_view_definition_context,product_view_definition,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_view_definition/sys/4_info_reqs.htm#product_view_definition_arm.initial_view_definition_context
产品定义交换上下文,Product_definition_exchange_context,product_definition_exchange_context,product_view_definition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_view_definition/sys/4_info_reqs.htm#product_view_definition_arm.product_definition_exchange_context
产品视图定义,Product_view_definition,product_view_definition,product_view_definition,ap242,41,https://www.steptools.com/stds/smrl/data/modules/product_view_definition/sys/4_info_reqs.htm#product_view_definition_arm.product_view_definition
视图定义上下文,View_definition_context,view_definition_context,product_view_definition,ap242,3,https://www.steptools.com/stds/smrl/data/modules/product_view_definition/sys/4_info_reqs.htm#product_view_definition_arm.view_definition_context
通用产品视图定义引用,Generic_product_view_definition_reference,generic_product_view_definition_reference,product_view_definition_reference,ap242,3,https://www.steptools.com/stds/smrl/data/modules/product_view_definition_reference/sys/4_info_reqs.htm#product_view_definition_reference_arm.generic_product_view_definition_reference
产品视图定义引用,Product_view_definition_reference,product_view_definition_reference,product_view_definition_reference,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_view_definition_reference/sys/4_info_reqs.htm#product_view_definition_reference_arm.product_view_definition_reference
产品视图定义引用带局部表示,Product_view_definition_reference_with_local_representation,product_view_definition_reference_with_local_representation,product_view_definition_reference,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_view_definition_reference/sys/4_info_reqs.htm#product_view_definition_reference_arm.product_view_definition_reference_with_local_representation
视图定义关系,View_definition_relationship,view_definition_relationship,product_view_definition_relationship,ap242,16,https://www.steptools.com/stds/smrl/data/modules/product_view_definition_relationship/sys/4_info_reqs.htm#product_view_definition_relationship_arm.view_definition_relationship
视图定义用法,View_definition_usage,view_definition_usage,product_view_definition_relationship,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_view_definition_relationship/sys/4_info_reqs.htm#product_view_definition_relationship_arm.view_definition_usage
项目,Project,project,project,ap242,4,https://www.steptools.com/stds/smrl/data/modules/project/sys/4_info_reqs.htm#project_arm.project
项目赋值,Project_assignment,project_assignment,project,ap242,3,https://www.steptools.com/stds/smrl/data/modules/project/sys/4_info_reqs.htm#project_arm.project_assignment
项目关系,Project_relationship,project_relationship,project,ap242,3,https://www.steptools.com/stds/smrl/data/modules/project/sys/4_info_reqs.htm#project_arm.project_relationship
单个属性是定义,Single_property_is_definition,single_property_is_definition,property_as_definition,ap242,1,https://www.steptools.com/stds/smrl/data/modules/property_as_definition/sys/4_info_reqs.htm#property_as_definition_arm.single_property_is_definition
应用独立属性,Applied_independent_property,applied_independent_property,property_assignment,ap242,2,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.applied_independent_property
应用独立属性关系,Applied_independent_property_relationship,applied_independent_property_relationship,property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.applied_independent_property_relationship
赋值属性,Assigned_property,assigned_property,property_assignment,ap242,9,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.assigned_property
属性定义关系,Property_definition_relationship,property_definition_relationship,property_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.property_definition_relationship
属性定义表示,Property_definition_representation,property_definition_representation,property_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.property_definition_representation
属性表示,Property_representation,property_representation,property_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.property_representation
展开不确定度,Expanded_uncertainty,expanded_uncertainty,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.expanded_uncertainty
数学值精度限定符,Maths_value_precision_qualifier,maths_value_precision_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.maths_value_precision_qualifier
数学值资格,Maths_value_qualification,maths_value_qualification,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.maths_value_qualification
量资格,Measure_qualification,measure_qualification,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.measure_qualification
预定义类型限定符,Pre_defined_type_qualifier,pre_defined_type_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.pre_defined_type_qualifier
精度限定符,Precision_qualifier,precision_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.precision_qualifier
限定数值项带单位,Qualified_numerical_item_with_unit,qualified_numerical_item_with_unit,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.qualified_numerical_item_with_unit
限定表示项,Qualified_representation_item,qualified_representation_item,qualified_measure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.qualified_representation_item
定性不确定度,Qualitative_uncertainty,qualitative_uncertainty,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.qualitative_uncertainty
标准不确定度,Standard_uncertainty,standard_uncertainty,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.standard_uncertainty
类型限定符,Type_qualifier,type_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.type_qualifier
不确定度限定符,Uncertainty_qualifier,uncertainty_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.uncertainty_qualifier
值格式类型限定符,Value_format_type_qualifier,value_format_type_qualifier,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.value_format_type_qualifier
表示带不确定度,Representation_with_uncertainty,representation_with_uncertainty,representation_with_uncertainty,ap242,0,https://www.steptools.com/stds/smrl/data/modules/representation_with_uncertainty/sys/4_info_reqs.htm#representation_with_uncertainty_arm.representation_with_uncertainty
要求赋值,Requirement_assignment,requirement_assignment,requirement_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/4_info_reqs.htm#requirement_assignment_arm.requirement_assignment
要求被满足按,Requirement_satisfied_by,requirement_satisfied_by,requirement_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/4_info_reqs.htm#requirement_assignment_arm.requirement_satisfied_by
要求源,Requirement_source,requirement_source,requirement_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/4_info_reqs.htm#requirement_assignment_arm.requirement_source
要求,Requirement,requirement,requirement_identification_and_version,ap242,1,https://www.steptools.com/stds/smrl/data/modules/requirement_identification_and_version/sys/4_info_reqs.htm#requirement_identification_and_version_arm.requirement
要求版本,Requirement_version,requirement_version,requirement_identification_and_version,ap242,1,https://www.steptools.com/stds/smrl/data/modules/requirement_identification_and_version/sys/4_info_reqs.htm#requirement_identification_and_version_arm.requirement_version
要求版本关系,Requirement_version_relationship,requirement_version_relationship,requirement_identification_and_version,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_identification_and_version/sys/4_info_reqs.htm#requirement_identification_and_version_arm.requirement_version_relationship
要求视图定义,Requirement_view_definition,requirement_view_definition,requirement_view_definition,ap242,4,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition/sys/4_info_reqs.htm#requirement_view_definition_arm.requirement_view_definition
单个要求视图定义,Single_requirement_view_definition,single_requirement_view_definition,requirement_view_definition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition/sys/4_info_reqs.htm#requirement_view_definition_arm.single_requirement_view_definition
要求集合关系,Requirement_collection_relationship,requirement_collection_relationship,requirement_view_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition_relationship/sys/4_info_reqs.htm#requirement_view_definition_relationship_arm.requirement_collection_relationship
要求优先级关系,Requirement_precedence_relationship,requirement_precedence_relationship,requirement_view_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition_relationship/sys/4_info_reqs.htm#requirement_view_definition_relationship_arm.requirement_precedence_relationship
要求视图定义关系,Requirement_view_definition_relationship,requirement_view_definition_relationship,requirement_view_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition_relationship/sys/4_info_reqs.htm#requirement_view_definition_relationship_arm.requirement_view_definition_relationship
追踪关系,Tracing_relationship,tracing_relationship,requirement_view_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/requirement_view_definition_relationship/sys/4_info_reqs.htm#requirement_view_definition_relationship_arm.tracing_relationship
资源组关系,Resource_group_relationship,resource_group_relationship,resource_item,ap242,0,https://www.steptools.com/stds/smrl/data/modules/resource_item/sys/4_info_reqs.htm#resource_item_arm.resource_group_relationship
资源项,Resource_item,resource_item,resource_item,ap242,1,https://www.steptools.com/stds/smrl/data/modules/resource_item/sys/4_info_reqs.htm#resource_item_arm.resource_item
资源项赋值,Resource_item_assignment,resource_item_assignment,resource_item,ap242,1,https://www.steptools.com/stds/smrl/data/modules/resource_item/sys/4_info_reqs.htm#resource_item_arm.resource_item_assignment
资源项实现,Resource_item_realization,resource_item_realization,resource_item,ap242,0,https://www.steptools.com/stds/smrl/data/modules/resource_item/sys/4_info_reqs.htm#resource_item_arm.resource_item_realization
资源项关系,Resource_item_relationship,resource_item_relationship,resource_item,ap242,1,https://www.steptools.com/stds/smrl/data/modules/resource_item/sys/4_info_reqs.htm#resource_item_arm.resource_item_relationship
保持周期,Retention_period,retention_period,retention_period,ap242,0,https://www.steptools.com/stds/smrl/data/modules/retention_period/sys/4_info_reqs.htm#retention_period_arm.retention_period
点点云数据集,Point_cloud_dataset,point_cloud_dataset,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.point_cloud_dataset
点点云数据集带颜色,Point_cloud_dataset_with_colours,point_cloud_dataset_with_colours,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.point_cloud_dataset_with_colours
点点云数据集带强度,Point_cloud_dataset_with_intensities,point_cloud_dataset_with_intensities,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.point_cloud_dataset_with_intensities
点点云数据集带法向量,Point_cloud_dataset_with_normals,point_cloud_dataset_with_normals,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.point_cloud_dataset_with_normals
点点云超数据集,Point_cloud_superdataset,point_cloud_superdataset,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.point_cloud_superdataset
扫描三维模型,Scan_3d_model,scan_3d_model,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.scan_3d_model
扫描数据形状表示,Scan_data_shape_representation,scan_data_shape_representation,scan_data_3d_shape,ap242,1,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.scan_data_shape_representation
扫描数据项,Scanned_data_item,scanned_data_item,scan_data_3d_shape,ap242,1,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.scanned_data_item
扫描仪基本属性,Scanner_basic_properties,scanner_basic_properties,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.scanner_basic_properties
扫描仪属性,Scanner_property,scanner_property,scan_data_3d_shape,ap242,1,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.scanner_property
三角剖分点点云数据集,Triangulated_point_cloud_dataset,triangulated_point_cloud_dataset,scan_data_3d_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/scan_data_3d_shape/sys/4_info_reqs.htm#scan_data_3d_shape_arm.triangulated_point_cloud_dataset
安全分类,Security_classification,security_classification,security_classification,ap242,6,https://www.steptools.com/stds/smrl/data/modules/security_classification/sys/4_info_reqs.htm#security_classification_arm.security_classification
安全分类赋值,Security_classification_assignment,security_classification_assignment,security_classification,ap242,3,https://www.steptools.com/stds/smrl/data/modules/security_classification/sys/4_info_reqs.htm#security_classification_arm.security_classification_assignment
组合组形状元素,Composite_group_shape_element,composite_group_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_group_shape_element
组合形状元素,Composite_shape_element,composite_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_shape_element
组合单位形状元素,Composite_unit_shape_element,composite_unit_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_unit_shape_element
通用特征,General_feature,general_feature,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.general_feature
实例化特征,Instanced_feature,instanced_feature,shape_feature,ap242,1,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.instanced_feature
放置特征,Placed_feature,placed_feature,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.placed_feature
形状特征定义,Shape_feature_definition,shape_feature_definition,shape_feature,ap242,5,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition
形状特征定义元素,Shape_feature_definition_element,shape_feature_definition_element,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition_element
形状特征定义元素关系,Shape_feature_definition_element_relationship,shape_feature_definition_element_relationship,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition_element_relationship
形状特征定义实例元素,Shape_feature_definition_occurrence_element,shape_feature_definition_occurrence_element,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition_occurrence_element
形状特征定义实例元素关系,Shape_feature_definition_occurrence_element_relationship,shape_feature_definition_occurrence_element_relationship,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition_occurrence_element_relationship
形状特征定义关系,Shape_feature_definition_relationship,shape_feature_definition_relationship,shape_feature,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_feature/sys/4_info_reqs.htm#shape_feature_arm.shape_feature_definition_relationship
赋值形状属性,Assigned_shape_property,assigned_shape_property,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.assigned_shape_property
项被标识表示用法,Item_identified_representation_usage,item_identified_representation_usage,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.item_identified_representation_usage
形状相关属性表示,Shape_dependent_property_representation,shape_dependent_property_representation,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.shape_dependent_property_representation
形状描述关联,Shape_description_association,shape_description_association,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.shape_description_association
形状元素,Shape_element,shape_element,shape_property_assignment,ap242,28,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.shape_element
形状元素描述关联,Shape_element_description_association,shape_element_description_association,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.shape_element_description_association
形状元素关系,Shape_element_relationship,shape_element_relationship,shape_property_assignment,ap242,9,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.shape_element_relationship
壳基于线框形状表示,Shell_based_wireframe_shape_representation,shell_based_wireframe_shape_representation,shell_based_wireframe,ap242,1,https://www.steptools.com/stds/smrl/data/modules/shell_based_wireframe/sys/4_info_reqs.htm#shell_based_wireframe_arm.shell_based_wireframe_shape_representation
实体模型,Solid_model,solid_model,solid_model,ap242,0,https://www.steptools.com/stds/smrl/data/modules/solid_model/sys/4_info_reqs.htm#solid_model_arm.solid_model
配置,Configuration,configuration,specification_based_configuration,ap242,1,https://www.steptools.com/stds/smrl/data/modules/specification_based_configuration/sys/4_info_reqs.htm#specification_based_configuration_arm.configuration
分解节点关系,Breakdown_node_relationship,breakdown_node_relationship,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.breakdown_node_relationship
类分解关联,Class_breakdown_association,class_breakdown_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.class_breakdown_association
复合节点关系,Complex_node_relationship,complex_node_relationship,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.complex_node_relationship
设计约束关联,Design_constraint_association,design_constraint_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_association
设计约束上下文关联,Design_constraint_context_association,design_constraint_context_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_context_association
设计约束定义,Design_constraint_definition,design_constraint_definition,specification_control,ap242,2,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_definition
零件函数关联,Part_function_association,part_function_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.part_function_association
零件实例关系,Part_occurrence_relationship,part_occurrence_relationship,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.part_occurrence_relationship
替换用法关系,Replaced_usage_relationship,replaced_usage_relationship,specification_control,ap242,1,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.replaced_usage_relationship
规范类别分解影响,Specification_category_breakdown_influence,specification_category_breakdown_influence,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.specification_category_breakdown_influence
设计规范,Design_specification,design_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.design_specification
制造技术规范,Fabrication_technology_specification,fabrication_technology_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.fabrication_technology_specification
接口规范文档定义,Interface_specification_document_definition,interface_specification_document_definition,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.interface_specification_document_definition
语言引用手动,Language_reference_manual,language_reference_manual,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.language_reference_manual
材料规范,Material_specification,material_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.material_specification
部分文档带结构化文本表示赋值,Partial_document_with_structured_text_representation_assignment,partial_document_with_structured_text_representation_assignment,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.partial_document_with_structured_text_representation_assignment
过程规范,Process_specification,process_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.process_specification
规范分配,Specification_allocation,specification_allocation,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.specification_allocation
规范定义,Specification_definition,specification_definition,specification_document,ap242,5,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.specification_definition
曲面精加工规范,Surface_finish_specification,surface_finish_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.surface_finish_specification
测试规范,Test_specification,test_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.test_specification
产品规范,Product_specification,product_specification,specified_product,ap242,1,https://www.steptools.com/stds/smrl/data/modules/specified_product/sys/4_info_reqs.htm#specified_product_arm.product_specification
规范基于产品版本,Specification_based_product_version,specification_based_product_version,specified_product,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specified_product/sys/4_info_reqs.htm#specified_product_arm.specification_based_product_version
曲线字体,Curve_font,curve_font,styled_curve,ap242,0,https://www.steptools.com/stds/smrl/data/modules/styled_curve/sys/4_info_reqs.htm#styled_curve_arm.curve_font
