序号,框类型,实体名,中文名,EXPRESS schema,说明链接
3620,属性引用框,boolean_literal,布尔字面量,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3621,属性引用框,constant_function,常量函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3622,属性引用框,elementary_function,基本函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3623,属性引用框,externally_listed_data,外部列出数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3624,属性引用框,finite_function,有限函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3625,属性引用框,imported_curve_function,导入曲线函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3626,属性引用框,imported_point_function,导入点函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3627,属性引用框,imported_surface_function,导入曲面函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3628,属性引用框,imported_volume_function,导入体积函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3629,属性引用框,literal_number,字面量编号,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3630,属性引用框,listed_complex_number_data,列出复合编号数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3631,属性引用框,listed_data,列出数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3632,属性引用框,listed_integer_data,列出整数数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3633,属性引用框,listed_logical_data,列出逻辑数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3634,属性引用框,listed_real_data,列出实数数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3635,属性引用框,listed_string_data,列出字符串数据,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3636,属性引用框,selector_function,选择器函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3637,属性引用框,string_literal,字符串字面量,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3638,属性引用框,document_file,文档文件,file_identification_mim,https://www.steptools.com/stds/smrl/data/modules/file_identification/sys/5_mim.htm#file_identification_mim.document_file
3639,属性引用框,requirement_assignment,要求赋值,requirement_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/requirement_assignment/sys/5_mim.htm#requirement_assignment_mim.requirement_assignment
3640,属性引用框,rep_item_group,表示项组,layer_assignment_mim,https://www.steptools.com/stds/smrl/data/modules/layer_assignment/sys/5_mim.htm#layer_assignment_mim.rep_item_group
3641,属性引用框,characterized_class,特征化类,classification_with_attributes_mim,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/5_mim.htm#classification_with_attributes_mim.characterized_class
3642,属性引用框,date_representation_item,日期表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.date_representation_item
3643,属性引用框,binary_numeric_expression,二元数值表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3644,属性引用框,binary_boolean_expression,二进制布尔表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3645,属性引用框,comparison_expression,比较表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3646,属性引用框,format_function,格式函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3647,属性引用框,index_expression,索引表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3648,属性引用框,pre_defined_colour,预定义颜色,presentation_resource_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/7_schema.htm#presentation_resource_schema.pre_defined_colour
3649,属性引用框,numeric_defined_function,数值定义函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3650,属性引用框,string_defined_function,字符串定义函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3651,属性引用框,boolean_representation_item,布尔表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.boolean_representation_item
3652,属性引用框,expression_conversion_based_unit,表达式转换基于单位,value_with_unit_extension_mim,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/5_mim.htm#value_with_unit_extension_mim.expression_conversion_based_unit
3653,属性引用框,breakdown_element_realization,分解元素实现,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_element_realization
3654,属性引用框,characterized_product_concept_feature_category,特征化产品概念特征类别,product_class_mim,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/5_mim.htm#product_class_mim.characterized_product_concept_feature_category
3655,属性引用框,externally_defined_colour,外部定义颜色,colour_mim,https://www.steptools.com/stds/smrl/data/modules/colour/sys/5_mim.htm#colour_mim.externally_defined_colour
3656,属性引用框,date_time_representation_item,日期时间表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.date_time_representation_item
3657,属性引用框,default_model_geometric_view,默认模型几何视图,mechanical_design_presentation_representation_with_draughting_mim,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_presentation_representation_with_draughting/sys/5_mim.htm#mechanical_design_presentation_representation_with_draughting_mim.default_model_geometric_view
3658,属性引用框,edge_loop,边环,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.edge_loop
3659,属性引用框,externally_defined_marker,外部定义标记,curve_appearance_mim,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/5_mim.htm#curve_appearance_mim.externally_defined_marker
3660,属性引用框,user_defined_marker,用户定义标记,curve_appearance_mim,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/5_mim.htm#curve_appearance_mim.user_defined_marker
3661,属性引用框,product_definition_formation_resource,产品定义形成资源,process_plan_mim,https://www.steptools.com/stds/smrl/data/modules/process_plan/sys/5_mim.htm#process_plan_mim.product_definition_formation_resource
3662,属性引用框,geometric_model_element_relationship,几何模型元素关系,extended_basic_geometry_mim,https://www.steptools.com/stds/smrl/data/modules/extended_basic_geometry/sys/5_mim.htm#extended_basic_geometry_mim.geometric_model_element_relationship
3663,属性引用框,integer_representation_item,整数表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.integer_representation_item
3664,属性引用框,pair_representation_relationship,副表示关系,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.pair_representation_relationship
3665,属性引用框,logical_representation_item,逻辑表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.logical_representation_item
3666,属性引用框,machining_feature_sequence_relationship,加工特征序列关系,aim-machining_feature_sequence_relationship,https://stepmfg.github.io/ap238/data/clause5.htm#aim-machining_feature_sequence_relationship
3667,属性引用框,pre_defined_point_marker_symbol,预定义点标记符号,curve_appearance_mim,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/5_mim.htm#curve_appearance_mim.pre_defined_point_marker_symbol
3668,属性引用框,user_defined_terminator_symbol,用户定义终止符符号,curve_appearance_mim,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/5_mim.htm#curve_appearance_mim.user_defined_terminator_symbol
3669,属性引用框,product_definition_reference_with_local_representation,带局部表示的产品定义引用,product_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/21_schema.htm#product_definition_schema.product_definition_reference_with_local_representation
3670,属性引用框,product_definition_resource,产品定义资源,process_plan_mim,https://www.steptools.com/stds/smrl/data/modules/process_plan/sys/5_mim.htm#process_plan_mim.product_definition_resource
3671,属性引用框,rational_representation_item,有理表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.rational_representation_item
3672,属性引用框,real_representation_item,实数表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.real_representation_item
3673,属性引用框,user_defined_curve_font,用户定义曲线字体,styled_curve_mim,https://www.steptools.com/stds/smrl/data/modules/styled_curve/sys/5_mim.htm#styled_curve_mim.user_defined_curve_font
3674,属性引用框,vector_style,向量样式,curve_appearance_mim,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/5_mim.htm#curve_appearance_mim.vector_style
3675,属性引用框,topological_representation_item,拓扑表示项,topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/5_schema.htm#topology_schema.topological_representation_item
3676,属性引用框,geometric_representation_item,几何表示项,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.geometric_representation_item
3677,属性引用框,styled_item,带样式项,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.styled_item
3678,属性引用框,externally_defined_representation_item,外部定义表示项,external_representation_item_mim,https://www.steptools.com/stds/smrl/data/modules/external_representation_item/sys/5_mim.htm#external_representation_item_mim.externally_defined_representation_item
3679,属性引用框,local_b_spline,局部B样条,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.local_b_spline
3680,属性引用框,qualified_representation_item,限定表示项,qualified_measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/material_and_other_engineering_properties/sys/6_schema.htm#qualified_measure_schema.qualified_representation_item
3681,属性引用框,scanner_property,扫描仪属性,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scanner_property
3682,属性引用框,expression,表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
3683,属性引用框,maths_function,数学函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3684,属性引用框,maths_space,数学空间,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3685,属性引用框,kinematic_pair,运动副,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.kinematic_pair
3686,属性引用框,surface,曲面,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.surface
3687,属性引用框,direction,方向,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.direction
3688,属性引用框,vector,向量,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.vector
3689,属性引用框,one_direction_repeat_factor,一方向重复因子,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.one_direction_repeat_factor
3690,属性引用框,point,点,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.point
3691,属性引用框,fill_area_style_hatching,填充面积样式剖面线,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style_hatching
3692,属性引用框,curve,曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.curve
3693,属性引用框,fill_area_style_tile_coloured_region,填充面积样式瓦片着色区域,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style_tile_coloured_region
3694,属性引用框,fill_area_style_tile_curve_with_style,带样式的填充面积样式瓦片曲线,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style_tile_curve_with_style
3695,属性引用框,fill_area_style_tile_symbol_with_style,带样式的填充面积样式瓦片符号,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style_tile_symbol_with_style
3696,属性引用框,fill_area_style_tiles,填充面积样式瓦片,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.fill_area_style_tiles
3697,属性引用框,annotation_placeholder_occurrence,标注占位符实例,mechanical_design_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/6_schema.htm#mechanical_design_schema.annotation_placeholder_occurrence
3698,属性引用框,draughting_callout,制图注记,draughting_element_schema,https://www.steptools.com/stds/smrl/data/resource_docs/draughting/sys/5_schema.htm#draughting_element_schema.draughting_callout
3699,属性引用框,annotation_fill_area,标注填充区域,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.annotation_fill_area
3700,属性引用框,annotation_placeholder_leader_line,标注占位符指引线线,draughting_element_schema,https://www.steptools.com/stds/smrl/data/resource_docs/draughting/sys/5_schema.htm#draughting_element_schema.annotation_placeholder_leader_line
3701,属性引用框,annotation_plane,标注平面,draughting_element_schema,https://www.steptools.com/stds/smrl/data/resource_docs/draughting/sys/5_schema.htm#draughting_element_schema.annotation_plane
3702,属性引用框,placement,放置,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.placement
3703,属性引用框,volume,体积,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.volume
3704,属性引用框,block,块,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.block
3705,属性引用框,cyclide_segment_solid,圆环曲面段实体,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.cyclide_segment_solid
3706,属性引用框,eccentric_cone,偏心圆锥,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.eccentric_cone
3707,属性引用框,ellipsoid,椭球,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.ellipsoid
3708,属性引用框,faceted_primitive,分面基本体,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.faceted_primitive
3709,属性引用框,rectangular_pyramid,矩形棱锥,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.rectangular_pyramid
3710,属性引用框,right_angular_wedge,右角度楔,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.right_angular_wedge
3711,属性引用框,right_circular_cone,右圆形圆锥,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.right_circular_cone
3712,属性引用框,right_circular_cylinder,右圆形圆柱,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.right_circular_cylinder
3713,属性引用框,sphere,球,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.sphere
3714,属性引用框,torus,圆环面,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.torus
3715,属性引用框,half_space_solid,半空间实体,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.half_space_solid
3716,属性引用框,solid_model,实体模型,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.solid_model
3717,属性引用框,boolean_result,布尔结果,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.boolean_result
3718,属性引用框,camera_model,相机模型,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model
3719,属性引用框,planar_extent,平面范围,presentation_resource_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/7_schema.htm#presentation_resource_schema.planar_extent
3720,属性引用框,camera_model_d3_multi_clipping_intersection,相机模型D3多裁剪相交,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_multi_clipping_intersection
3721,属性引用框,camera_model_d3_multi_clipping_union,相机模型D3多裁剪并集,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_multi_clipping_union
3722,属性引用框,light_source,光源源,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.light_source
3723,属性引用框,cartesian_transformation_operator,笛卡儿变换运算符,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.cartesian_transformation_operator
3724,属性引用框,tessellated_item,镶嵌项,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.tessellated_item
3725,属性引用框,defined_character_glyph,定义字符字形,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.defined_character_glyph
3726,属性引用框,text_literal,文本字面量,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.text_literal
3727,属性引用框,composite_text,复合文本,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text
3728,属性引用框,pair_value,副值,kinematic_state_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/7_schema.htm#kinematic_state_schema.pair_value
3729,属性引用框,symbol_target,符号目标,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.symbol_target
3730,属性引用框,defined_symbol,定义符号,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.defined_symbol
3731,属性引用框,edge_based_wireframe_model,边基于线框模型,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.edge_based_wireframe_model
3732,属性引用框,face_based_surface_model,面基于曲面模型,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.face_based_surface_model
3733,属性引用框,geometric_set,几何集合,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.geometric_set
3734,属性引用框,interpolated_configuration_sequence,插值配置序列,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.interpolated_configuration_sequence
3735,属性引用框,kinematic_path,运动学路径,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.kinematic_path
3736,属性引用框,scanned_data_item,扫描数据项,scan_data_3d_shape_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/7_schema.htm#scan_data_3d_shape_model_schema.scanned_data_item
3737,属性引用框,rotation_about_direction,绕方向的旋转,kinematic_state_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/7_schema.htm#kinematic_state_schema.rotation_about_direction
3738,属性引用框,shell_based_surface_model,基于壳的曲面模型,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.shell_based_surface_model
3739,属性引用框,shell_based_wireframe_model,壳基于线框模型,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.shell_based_wireframe_model
3740,属性引用框,su_parameters,SU参数,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.su_parameters
3741,属性引用框,b_spline_function,B样条函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3742,属性引用框,linearized_table_function,线性化表函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3743,属性引用框,definite_integral_function,确定积分函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3744,属性引用框,dependent_variable_definition,相关变量定义,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3745,属性引用框,expression_denoted_function,表达式被表示函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3746,属性引用框,general_linear_function,通用线性函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3747,属性引用框,homogeneous_linear_function,齐次线性函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3748,属性引用框,partial_derivative_expression,部分导数表达式,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3749,属性引用框,partial_derivative_function,部分导数函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3750,属性引用框,repackaging_function,重新包装函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3751,属性引用框,abstracted_expression_function,抽象表达式函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3752,属性引用框,application_defined_function,应用定义函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3753,属性引用框,b_spline_basis,B样条基,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3754,属性引用框,explicit_table_function,显式表函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3755,属性引用框,constant_function,常量函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3756,属性引用框,elementary_function,基本函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3757,属性引用框,finite_function,有限函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
3758,属性引用框,imported_curve_function,导入曲线函数,图中仅作为选择列表成员出现，无独立定义框,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
